0.000,2.683E-12
24.00E-3,2.665E-12
48.00E-3,2.661E-12
72.00E-3,2.683E-12
96.00E-3,2.756E-12
120.0E-3,2.930E-12
144.0E-3,3.316E-12
168.0E-3,4.143E-12
192.0E-3,5.892E-12
216.0E-3,9.573E-12
240.0E-3,17.30E-12
264.0E-3,33.49E-12
288.0E-3,67.38E-12
312.0E-3,138.2E-12
336.0E-3,285.7E-12
360.0E-3,592.2E-12
384.0E-3,1.226E-9
408.0E-3,2.525E-9
432.0E-3,5.162E-9
456.0E-3,10.42E-9
480.0E-3,20.68E-9
504.0E-3,40.04E-9
528.0E-3,75.05E-9
552.0E-3,135.1E-9
576.0E-3,231.9E-9
600.0E-3,378.4E-9
624.0E-3,587.3E-9
648.0E-3,871.5E-9
672.0E-3,1.245E-6
696.0E-3,1.727E-6
720.0E-3,2.339E-6
744.0E-3,3.105E-6
768.0E-3,4.051E-6
792.0E-3,5.201E-6
816.0E-3,6.576E-6
840.0E-3,8.194E-6
864.0E-3,10.07E-6
888.0E-3,12.20E-6
912.0E-3,14.59E-6
936.0E-3,17.23E-6
960.0E-3,20.12E-6
984.0E-3,23.24E-6
1.008,26.59E-6
1.032,30.15E-6
1.056,33.90E-6
1.080,37.84E-6
1.104,41.95E-6
1.128,46.21E-6
1.152,50.62E-6
1.176,55.16E-6
1.200,59.82E-6
