0,3.818131303539538e-12
0.024,3.75059899025772e-12
0.048,3.78199084478921e-12
0.07200000000000001,3.999781694155793e-12
0.096,4.592862135135383e-12
0.12,5.964891286431681e-12
0.144,8.974327557423458e-12
0.168,1.544194224134736e-11
0.192,2.922170385273019e-11
0.216,5.845378239468992e-11
0.24,1.202838360322505e-10
0.264,2.506822752282907e-10
0.288,5.246636416434053e-10
0.312,1.097250861967286e-09
0.336,2.284383730556676e-09
0.36,4.716481472036805e-09
0.3840000000000001,9.612311826098834e-09
0.4080000000000001,1.922196227620024e-08
0.4320000000000001,3.743851397817271e-08
0.4560000000000001,7.043045044636436e-08
0.4800000000000001,1.269144273928548e-07
0.5040000000000001,2.17609401630103e-07
0.5280000000000001,3.539713859912345e-07
0.5520000000000002,5.473722617556777e-07
0.5760000000000002,8.098777849260652e-07
0.6000000000000002,1.15613179722185e-06
0.6240000000000002,1.604820542214846e-06
0.6480000000000002,2.178885926672631e-06
0.6720000000000003,2.904626267096304e-06
0.6960000000000003,3.810134329145274e-06
0.7200000000000003,4.923463037964125e-06
0.7440000000000003,6.27082801286199e-06
0.7680000000000003,7.875102380600247e-06
0.7920000000000004,9.754784633075564e-06
0.8160000000000004,1.192351290879885e-05
0.8400000000000004,1.439008822802394e-05
0.8640000000000004,1.715888946933105e-05
0.8880000000000005,2.023053001897509e-05
0.9120000000000005,2.360261446786689e-05
0.9360000000000005,2.727048654493065e-05
0.9600000000000005,3.122789939599184e-05
0.9840000000000005,3.546757474398393e-05
1.008,3.998164332235872e-05
1.032,4.476197485662491e-05
1.056,4.980041371730415e-05
1.080000000000001,5.508893873931188e-05
1.104000000000001,6.061976486165543e-05
1.128000000000001,6.638540184109962e-05
1.152000000000001,7.237868238742181e-05
1.176000000000001,7.85927692443851e-05
1.2,8.50211482752434e-05
